Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2020,Chevrolet,Colorado,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Equinox,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2020,Chevrolet,Impala,OHT01060512,315,ASK,,,
2020,Chevrolet,Malibu,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2020,Chevrolet,Silverado,HYQ1EA,433.92,ASK/FSK,,,
2020,Chevrolet,Silverado,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Sonic,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Spark,HYQ4AA,314.9,ASK/FSK,,,
2020,Chevrolet,Suburban,HYQ1AA,314.9,ASK/FSK,,,
2020,Chevrolet,Suburban,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Tahoe,HYQ1AA,314.9,ASK/FSK,,,
2020,Chevrolet,Tahoe,M3N-32337100,314.9,ASK,,,
2020,Chevrolet,Traverse,HYQ4EA,433.92,ASK/FSK,,,
2020,Chevrolet,Trax,HYQ4AA,314.9,ASK/FSK,,,
2021,Chevrolet,Blazer,HYQ4EA,433.92,ASK/FSK,,,
2021,Chevrolet,Camaro,HYQ4EA,433.92,ASK/FSK,,,
2021,Chevrolet,Colorado,M3N-32337100,314.9,ASK,,,
2021,Chevrolet,Equinox,HYQ4AA,314.9,ASK/FSK,,,
2021,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2021,Chevrolet,Malibu,HYQ4EA,433.92,ASK/FSK,,,
2021,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2021,Chevrolet,Silverado,HYQ1EA,433.92,ASK/FSK,,,
2021,Chevrolet,Spark,HYQ4AA,314.9,ASK/FSK,,,
2021,Chevrolet,Suburban,HUFGM2718,noRecord,XXX,,,
2021,Chevrolet,Tahoe,HUFGM2718,noRecord,XXX,,,
2021,Chevrolet,Trailblazer,HYQ4EA,433.92,ASK/FSK,,,
2021,Chevrolet,Trailblazer,LXP-T004,433.92,ASK,,,
2021,Chevrolet,Trax,HYQ4AA,314.9,ASK/FSK,,,
2022,Chevrolet,Malibu,HYQ4EA,433.92,ASK/FSK,,,
2022,Chevrolet,Suburban,HUFGM2718,noRecord,XXX,,,
2022,Chevrolet,Tahoe,HUFGM2718,noRecord,XXX,,,
